protein,Fasta_headers,T0.1,T0.2,T0.3,T2.1,T2.2,T2.3,T4.1,T4.2,T4.3,T6.1,T6.2,T6.3,T8.1,T8.2,T8.3
jgi|Aurli1|138639|estExt_fgenesh1_kg.C_70198,jgi|Aurli1|138639|estExt_fgenesh1_kg.C_70198,156740.2631,107408.3112,142265.355,140940,101224.5749,123802.1866,165845.0461,147875.0878,157562.222,179835.3727,154896.1906,162228.5545,178705.5225,144385.8555,162888.0258
jgi|Aurli1|138642|estExt_fgenesh1_kg.C_70201,jgi|Aurli1|138642|estExt_fgenesh1_kg.C_70201,826828.3054,600074.6025,905495.8743,877040,714189.5891,988953.3406,811588.309,626332.1864,945260.8038,795424.1286,639438.8709,924100.6949,855631.9439,657787.9117,998329.2235
jgi|Aurli1|138644|estExt_fgenesh1_kg.C_70203,jgi|Aurli1|138644|estExt_fgenesh1_kg.C_70203,113896.2333,168162.8298,84929.07756,131880,167610.3929,94646.96918,110044.7258,153501.3339,74444.26768,126318.2455,159264.697,87871.05659,120506.8558,156848.1046,83690.58521
jgi|Aurli1|138645|estExt_fgenesh1_kg.C_70204,jgi|Aurli1|138645|estExt_fgenesh1_kg.C_70204,355865.9659,212743.5355,340934.843,388840,231463.379,369349.7748,420357.9028,251437.5976,362543.8987,459827.988,255512.4337,383828.809,479326.8799,265483.6698,394453.3522
jgi|Aurli1|138654|estExt_fgenesh1_kg.C_70213,jgi|Aurli1|138654|estExt_fgenesh1_kg.C_70213,480563.4611,253150.0529,311134.9726,303310,173356.0775,204191.1041,317696.5238,186033.6648,267412.4157,309323.7281,151230.6622,231760.1175,308370.7428,152655.2889,222546.7455
jgi|Aurli1|138666|estExt_fgenesh1_kg.C_70225,jgi|Aurli1|138666|estExt_fgenesh1_kg.C_70225,219167.0686,600541.5139,501588.7636,167330,512942.7952,421048.285,171827.1033,596372.6616,483073.0345,193680.5492,597009.1247,493799.9196,180104.717,583440.477,466705.7935
jgi|Aurli1|138670|estExt_fgenesh1_kg.C_70229,jgi|Aurli1|138670|estExt_fgenesh1_kg.C_70229,21382.01025,144210.2721,86358.80789,22056,141542.9213,80897.8846,23758.14121,143266.6551,91044.45265,21970.98862,132270.3402,78606.06107,22368.5225,162851.6745,109460.4304
jgi|Aurli1|138684|estExt_fgenesh1_kg.C_70243,jgi|Aurli1|138684|estExt_fgenesh1_kg.C_70243,276715.2554,84457.74552,88089.30129,257740,105462.3869,99556.52652,310255.1926,123881.0802,127944.7554,327250.5478,128655.0245,118343.5904,319231.6238,123537.975,112876.4197
jgi|Aurli1|138696|estExt_fgenesh1_kg.C_70255,jgi|Aurli1|138696|estExt_fgenesh1_kg.C_70255,540463.1421,372931.5177,429217.6499,488440,363623.9816,378436.8134,569223.184,448949.9353,481959.0037,561605.7341,410428.7094,471575.2191,531625.4464,392730.3016,487568.4697
jgi|Aurli1|138699|estExt_fgenesh1_kg.C_70258,jgi|Aurli1|138699|estExt_fgenesh1_kg.C_70258,211732.0537,91377.37329,169422.491,192030,85786.12718,151876.7203,252222.4729,128753.3905,159430.1929,211647.8814,101198.7106,147459.1239,229790.8013,115839.8491,166613.0918
jgi|Aurli1|138701|estExt_fgenesh1_kg.C_70260,jgi|Aurli1|138701|estExt_fgenesh1_kg.C_70260,995628.5141,1062223.561,1112823.358,1003300,1123512.953,1215710.978,1093682.412,1210726.693,1341675.741,1059910.551,1274599.618,1407329.183,1051548.538,1222791.619,1354401.71
jgi|Aurli1|138703|estExt_fgenesh1_kg.C_70262,jgi|Aurli1|138703|estExt_fgenesh1_kg.C_70262,147022.0546,286057.9723,266628.6728,150450,280631.8538,281337.9706,200568.0372,411639.5361,361261.0753,221857.0533,428635.8408,401185.2418,222951.3817,430000.8508,394141.969
jgi|Aurli1|138707|estExt_fgenesh1_kg.C_70266,jgi|Aurli1|138707|estExt_fgenesh1_kg.C_70266,1031047.286,2141349.317,2486050.036,847750,1689507.241,1874114.572,697648.9644,1547736.006,1720671.288,635176.5916,1277411.531,1406741.228,746475.1979,1509704.16,1625535.771
jgi|Aurli1|138754|estExt_fgenesh1_kg.C_80005,jgi|Aurli1|138754|estExt_fgenesh1_kg.C_80005,747101.9178,495309.0101,447893.7096,779210,527055.6948,507561.0764,807403.7682,562313.6107,548452.0168,804701.511,563085.4129,550361.1944,865739.4124,615414.3281,576900.8577
jgi|Aurli1|138764|estExt_fgenesh1_kg.C_80015,jgi|Aurli1|138764|estExt_fgenesh1_kg.C_80015,3190226.372,2863848.103,3198924.856,2699200,2340454.878,2708681.218,2729518.957,2283765.855,2802856.611,2915083.181,2509229.914,3046430.243,2961889.439,2461850.976,3021801.226
jgi|Aurli1|138767|estExt_fgenesh1_kg.C_80018,jgi|Aurli1|138767|estExt_fgenesh1_kg.C_80018,310826.5577,1073429.436,608967.8139,403030,1211817.129,740384.4864,359561.2601,1188391.344,766205.6633,378630.6359,1190945.231,758332.6511,326217.8121,1171277.116,758414.2135
jgi|Aurli1|138785|estExt_fgenesh1_kg.C_80036,jgi|Aurli1|138785|estExt_fgenesh1_kg.C_80036,44547.64351,49037.84252,93677.7445,46268,47127.42622,91445.5892,43285.35409,58558.19551,105295.0453,46819.38371,52095.6943,105488.5414,47736.99644,58600.65189,102249.0255
jgi|Aurli1|138787|estExt_fgenesh1_kg.C_80038,jgi|Aurli1|138787|estExt_fgenesh1_kg.C_80038,1210678.028,1011983.888,1071590.068,1138500,1051371.595,1091269.677,1131372.271,1079636.101,1128772.068,1223986.528,1152883.991,1224122.393,1182759.722,1044717.99,1135176.385
jgi|Aurli1|138790|estExt_fgenesh1_kg.C_80041,jgi|Aurli1|138790|estExt_fgenesh1_kg.C_80041,87740.00673,54002.97893,151487.2814,74962,54378.02692,128543.2502,83931.4516,58666.57379,146016.8114,77133.93958,58481.7477,132830.8026,82950.71221,58617.11329,147930.0982
jgi|Aurli1|138797|estExt_fgenesh1_kg.C_80048,jgi|Aurli1|138797|estExt_fgenesh1_kg.C_80048,1085590.244,816021.1506,969009.9578,1014900,760756.2443,900848.5745,1064207.009,723401.4239,895106.9098,987767.7624,703912.0001,861377.6513,948223.4003,726848.3316,897810.1048
jgi|Aurli1|138805|estExt_fgenesh1_kg.C_80056,jgi|Aurli1|138805|estExt_fgenesh1_kg.C_80056,1511981.522,2076915.536,1794516.124,1069800,1481361.684,1199326.42,988054.1643,1306005.332,1062841.696,1009401.484,1327523.822,1008789.739,992645.3819,1284860.785,1033411.734
jgi|Aurli1|138808|estExt_fgenesh1_kg.C_80059,jgi|Aurli1|138808|estExt_fgenesh1_kg.C_80059,1904124.897,1871287.731,2345399.071,1731400,1682805.585,2141729.023,1764851.834,1798136.942,2422285.667,2314990.489,2361604.525,3195535.641,2207498.518,2239912.554,3074159.739
jgi|Aurli1|138811|estExt_fgenesh1_kg.C_80062,jgi|Aurli1|138811|estExt_fgenesh1_kg.C_80062,29302.93565,164689.0085,74863.46644,32535,192997.8435,84138.77345,30263.02441,165903.5782,69777.71622,25407.46879,149131.7707,56154.40993,30880.12642,158765.3737,66305.02171
jgi|Aurli1|138814|estExt_fgenesh1_kg.C_80065,jgi|Aurli1|138814|estExt_fgenesh1_kg.C_80065,108451.6948,247229.6156,84329.76291,83867,195639.0844,67591.53169,95201.68601,191056.7622,68609.67175,82535.28021,187323.5635,66127.30331,92813.56628,176882.5983,73644.4397
jgi|Aurli1|138816|estExt_fgenesh1_kg.C_80067,jgi|Aurli1|138816|estExt_fgenesh1_kg.C_80067,615125.5235,946709.667,651771.264,485930,790953.1188,486807.3026,430804.7588,705665.0836,441955.1686,393083.5013,661472.2113,409240.2258,416822.9992,709186.2163,445174.22
jgi|Aurli1|138819|estExt_fgenesh1_kg.C_80070,jgi|Aurli1|138819|estExt_fgenesh1_kg.C_80070,545468.605,361156.0108,477605.1202,520170,355099.0807,516067.1023,421275.9891,315135.7506,481441.3732,409865.8403,309822.5089,481229.4409,406099.1023,297447.8378,478630.6178
jgi|Aurli1|138823|estExt_fgenesh1_kg.C_80074,jgi|Aurli1|138823|estExt_fgenesh1_kg.C_80074,243091.815,542336.3319,310736.9039,276900,490837.1851,298582.4276,272130.45,578542.0793,321099.7004,286636.6795,592439.7675,338591.5482,286208.6749,605818.2995,373129.3675
jgi|Aurli1|138824|estExt_fgenesh1_kg.C_80075,jgi|Aurli1|138824|estExt_fgenesh1_kg.C_80075,135742.688,138747.4081,198846.4075,143600,140044.904,210617.1045,174223.7918,171746.5809,214456.5653,149461.0607,149854.8338,204725.9448,153021.0067,158591.0765,210137.5473
jgi|Aurli1|138834|estExt_fgenesh1_kg.C_80086,jgi|Aurli1|138834|estExt_fgenesh1_kg.C_80086,41428.25468,164222.0971,49312.98022,53048,175080.7685,71020.66866,53759.26942,215390.0409,79288.61396,53661.95962,190557.2625,84313.9286,53764.29615,204644.2673,77727.01978
jgi|Aurli1|138835|estExt_fgenesh1_kg.C_80087,jgi|Aurli1|138835|estExt_fgenesh1_kg.C_80087,540082.6099,270351.0709,188220.1828,598910,287599.6052,192849.7361,665602.9197,338130.7932,236140.782,667100.51,342822.3067,234488.2289,675850.1179,350414.8172,243801.5339
jgi|Aurli1|138852|estExt_fgenesh1_kg.C_80104,jgi|Aurli1|138852|estExt_fgenesh1_kg.C_80104,1471001.125,1098082.361,1248719.613,1445300,1193190.467,1243599.588,1669467.497,1339649.719,1486724.809,1765842.376,1459281.993,1592299.838,1815919.728,1435143.696,1543076.88
jgi|Aurli1|138889|estExt_fgenesh1_kg.C_80142,jgi|Aurli1|138889|estExt_fgenesh1_kg.C_80142,1436655.649,1405496.863,1045251.184,1255700,1280509.105,1008521.848,1153309.702,1157385.733,904413.0059,1147924.146,1114923.177,893973.8787,1108005.55,1032807.682,784374.3485
jgi|Aurli1|138890|estExt_fgenesh1_kg.C_80143,jgi|Aurli1|138890|estExt_fgenesh1_kg.C_80143,262245.2722,465333.2947,606114.9878,270400,428472.3609,536867.3571,239842.8037,391556.5706,477457.8689,229544.3166,334286.1448,422375.1414,228264.4072,341990.453,429374.4044
jgi|Aurli1|138891|estExt_fgenesh1_kg.C_80144,jgi|Aurli1|138891|estExt_fgenesh1_kg.C_80144,265543.2185,1031780.934,772021.2046,258680,1006628.184,734690.5619,314246.4521,1344361.818,1075849.976,397337.3229,1454561.997,1166244.098,455824.3249,1545047.757,1326377.219
jgi|Aurli1|138892|estExt_fgenesh1_kg.C_80145,jgi|Aurli1|138892|estExt_fgenesh1_kg.C_80145,608266.1855,677572.5659,654734.6649,605500,747619.0271,676159.3423,524140.3135,702526.8257,561359.0207,547912.4797,710469.781,600454.9638,551556.6306,672709.6877,553996.8915
jgi|Aurli1|138917|estExt_fgenesh1_kg.C_80170,jgi|Aurli1|138917|estExt_fgenesh1_kg.C_80170,54097.05185,497288.7147,592879.2012,66381,469569.282,568021.2582,77932.96549,484328.3738,706621.892,72042.52023,429057.6276,557698.8733,61466.71552,431191.8816,561481.6216
jgi|Aurli1|138923|estExt_fgenesh1_kg.C_80176,jgi|Aurli1|138923|estExt_fgenesh1_kg.C_80176,439153.7452,327706.4741,188673.5389,422090,321502.1013,222423.2826,634735.8911,466780.5175,309396.7501,586541.2312,490226.7599,344094.8074,563258.9853,462865.5542,326341.1545
jgi|Aurli1|138925|estExt_fgenesh1_kg.C_80178,jgi|Aurli1|138925|estExt_fgenesh1_kg.C_80178,479636.5236,592015.7108,960794.2607,285630,341370.5409,659368.0752,278228.476,359033.664,668092.1785,286697.4484,307723.6173,606263.9596,301922.7063,319041.323,640330.7743
jgi|Aurli1|138926|estExt_fgenesh1_kg.C_80179,jgi|Aurli1|138926|estExt_fgenesh1_kg.C_80179,2126394.767,1951316.354,1924883.646,2567000,2361446.83,2301856.123,2585427.725,2713038.065,2633388.887,2583082.532,2515054.589,2457416.884,2319727.621,2251726.03,2176453.429
jgi|Aurli1|138929|estExt_fgenesh1_kg.C_80182,jgi|Aurli1|138929|estExt_fgenesh1_kg.C_80182,737022.6915,644720.6759,1167778.963,742190,679183.2907,1163652.24,888900.8414,733909.4044,1226784.277,871375.1006,795178.6352,1376402.748,856111.3882,740782.4236,1243341.692
jgi|Aurli1|138935|estExt_fgenesh1_kg.C_80188,jgi|Aurli1|138935|estExt_fgenesh1_kg.C_80188,309314.1859,281146.0638,358350.3516,357410,318614.4759,387198.485,439792.3406,378626.5712,441595.0778,390490.6957,339006.1402,402431.7064,417116.5365,351286.3031,421082.3844
jgi|Aurli1|138946|estExt_fgenesh1_kg.C_80199,jgi|Aurli1|138946|estExt_fgenesh1_kg.C_80199,2269435.869,1720942.242,1855995.634,2607400,2167887.23,2597242.981,2594898.51,2075491.084,2401805.504,2325321.199,1856765.864,2143684.075,2199768.701,1786643.029,2052938.082
jgi|Aurli1|138949|estExt_fgenesh1_kg.C_80202,jgi|Aurli1|138949|estExt_fgenesh1_kg.C_80202,240018.2852,93989.27597,145405.6753,285520,128809.7745,177534.2413,279697.4141,133899.0025,275356.9185,278220.1896,117126.1846,169119.3876,257696.4162,120081.0807,155587.819
jgi|Aurli1|138951|estExt_fgenesh1_kg.C_80204,jgi|Aurli1|138951|estExt_fgenesh1_kg.C_80204,1625458.194,1827864.966,2287015.651,1484900,1835563.925,2279429.033,1885845.947,2235042.753,2937215.483,2187071.997,2788713.899,3588642.38,2339492.467,2855375.298,3726680.59
jgi|Aurli1|138952|estExt_fgenesh1_kg.C_80205,jgi|Aurli1|138952|estExt_fgenesh1_kg.C_80205,161423.7371,57441.31489,56437.30544,187520,74912.68997,80185.56303,177944.4574,85229.61773,77034.67073,165787.6332,79705.65908,72841.74986,174214.4014,84113.88723,68820.30622
jgi|Aurli1|138958|estExt_fgenesh1_kg.C_80211,jgi|Aurli1|138958|estExt_fgenesh1_kg.C_80211,237949.7508,103990.5193,79831.58583,185870,79753.65105,81003.62891,179925.5911,78135.08162,66337.72399,163934.1824,65178.11569,64917.29184,169684.1421,66359.7818,67051.18819
jgi|Aurli1|138959|estExt_fgenesh1_kg.C_80212,jgi|Aurli1|138959|estExt_fgenesh1_kg.C_80212,2304464.352,2828642.979,2268549.683,1966900,2586149.421,2001821.164,1845160.227,2296111.554,1659230.798,1757942.421,2115763.06,1482587.428,1869343.521,2262861.684,1649523.813
jgi|Aurli1|138962|estExt_fgenesh1_kg.C_80215,jgi|Aurli1|138962|estExt_fgenesh1_kg.C_80215,210834.3878,62793.05399,272876.141,211690,58129.96886,224201.1815,196373.8323,53352.26864,253616.4377,177435.0019,54215.67523,219130.8433,189086.9591,55341.29444,226710.0546
jgi|Aurli1|138966|estExt_fgenesh1_kg.C_80219,jgi|Aurli1|138966|estExt_fgenesh1_kg.C_80219,1217508.095,1402788.777,1439903.196,1259800,1490428.63,1516094.545,1063047.321,1342853.946,1351465.71,1070747.668,1283637.907,1325250.659,1090393.311,1321850.522,1351633.859
jgi|Aurli1|138972|estExt_fgenesh1_kg.C_80225,jgi|Aurli1|138972|estExt_fgenesh1_kg.C_80225,112452.1621,248639.6882,245818.5222,122970,235504.0835,257876.6777,101501.691,200198.2341,228601.3813,92651.27312,189040.8384,217025.9642,65076.24614,134567.1138,150571.0893
jgi|Aurli1|138980|estExt_fgenesh1_kg.C_80233,jgi|Aurli1|138980|estExt_fgenesh1_kg.C_80233,2768811.284,1509804.882,1676975.263,2834900,1610270.012,1777666.464,3118497.636,1826880.745,1858180.954,2967952.107,1807758.252,1731880.365,2853084.938,1693684.527,1518396.876
jgi|Aurli1|138985|estExt_fgenesh1_kg.C_80238,jgi|Aurli1|138985|estExt_fgenesh1_kg.C_80238,76243.05379,254457.405,186185.6091,70311,227117.1579,159116.1386,53798.89209,223975.4851,128428.6273,58905.30116,197145.171,133442.2758,57933.5046,213872.3352,130031.329
jgi|Aurli1|138987|estExt_fgenesh1_kg.C_80240,jgi|Aurli1|138987|estExt_fgenesh1_kg.C_80240,287116.4706,237835.3572,292989.6713,265380,200142.9916,258852.7791,274401.5057,229187.0665,312592.5558,307733.6091,255391.9232,367765.8773,331041.6087,279020.7516,400646.4186
jgi|Aurli1|138992|estExt_fgenesh1_kg.C_80245,jgi|Aurli1|138992|estExt_fgenesh1_kg.C_80245,906925.468,448319.0412,300796.2421,1002700,530623.3412,392927.2702,1003420.03,587174.6445,393489.2001,1146708.768,610827.6646,469564.4129,1081685.037,605905.4481,490151.7972
jgi|Aurli1|138994|estExt_fgenesh1_kg.C_80247,jgi|Aurli1|138994|estExt_fgenesh1_kg.C_80247,321403.4031,535426.0424,427039.3291,263990,489693.9614,424453.0194,319513.3683,529149.8586,467532.8668,320677.3806,575708.89,493811.6787,336873.2169,575112.9446,522397.2603
jgi|Aurli1|138997|estExt_fgenesh1_kg.C_80250,jgi|Aurli1|138997|estExt_fgenesh1_kg.C_80250,7216843.141,7027204.168,6567692.386,7860700,7974379.567,7395245.876,7725938.005,7558206.643,7143188.324,7557015.373,7445541.735,7192689.182,7321505.766,6950971.935,6947075.119
jgi|Aurli1|139005|estExt_fgenesh1_kg.C_80258,jgi|Aurli1|139005|estExt_fgenesh1_kg.C_80258,795419.7579,461756.7529,597921.4056,682050,378219.7947,490769.8093,635827.9307,359061.9366,449775.8902,676286.7391,348556.5991,468999.976,663824.8723,368328.695,501880.5655
jgi|Aurli1|139023|estExt_fgenesh1_kg.C_80277,jgi|Aurli1|139023|estExt_fgenesh1_kg.C_80277,1465634.644,1337047.644,875508.027,1563100,1348905.42,852705.862,1259904.356,1016399.734,665188.9466,1331547.446,1056174.298,648996.5319,1275126.133,968608.2172,646915.9529
jgi|Aurli1|139025|estExt_fgenesh1_kg.C_80279,jgi|Aurli1|139025|estExt_fgenesh1_kg.C_80279,411228.5315,142548.0673,276292.8979,382560,146815.5479,294271.3134,340339.4318,156903.4693,254786.7327,349643.8801,116543.7171,249104.7912,366001.9039,128728.1579,273036.9591
jgi|Aurli1|139030|estExt_fgenesh1_kg.C_80285,jgi|Aurli1|139030|estExt_fgenesh1_kg.C_80285,207282.7534,265719.3093,31992.5658,220660,283351.9378,36822.26101,236006.1693,295194.148,29358.65143,205540.609,276300.4987,27787.93108,221816.3707,293177.5567,34358.25591
jgi|Aurli1|139034|estExt_fgenesh1_kg.C_90004,jgi|Aurli1|139034|estExt_fgenesh1_kg.C_90004,229880.5154,713347.3216,938347.6051,252510,953074.0668,1337723.645,241495.3591,823307.3449,1093516.93,217775.4102,744343.2801,1016691.855,212354.6843,743619.5945,1045025.175
jgi|Aurli1|139035|estExt_fgenesh1_kg.C_90005,jgi|Aurli1|139035|estExt_fgenesh1_kg.C_90005,1499004.396,1121147.787,1222845.143,1670800,1233006.189,1403261.878,1643664.439,1270099.139,1358780.054,1521146.352,1141234.641,1247993.367,1559857.336,1166338.696,1270558.893
jgi|Aurli1|139036|estExt_fgenesh1_kg.C_90006,jgi|Aurli1|139036|estExt_fgenesh1_kg.C_90006,2845112.881,2103436.107,1717335.013,3605400,2649618.047,2322423.973,4139796.189,3346061.432,2655219.391,3818513.866,2987857.536,2449067.922,3582525.186,2874547.989,2248763.534
jgi|Aurli1|139041|estExt_fgenesh1_kg.C_90011,jgi|Aurli1|139041|estExt_fgenesh1_kg.C_90011,586527.0604,991719.9313,1332535.203,452020,796186.3239,949037.768,414375.8456,735040.3082,764495.2321,387644.6865,705558.9772,717058.2073,421314.1203,787823.2985,772011.2811
jgi|Aurli1|139055|estExt_fgenesh1_kg.C_90026,jgi|Aurli1|139055|estExt_fgenesh1_kg.C_90026,5006926.421,4318837.58,3979250.217,4461900,3716068.368,3558005.586,4571779.964,4142029.179,3812123.551,5251140.215,4695391.204,4521139.073,4840136.925,4325378.432,4094228.125
jgi|Aurli1|139058|estExt_fgenesh1_kg.C_90029,jgi|Aurli1|139058|estExt_fgenesh1_kg.C_90029,107183.2539,21355.59615,45668.4395,89852,18837.56718,36868.74203,91015.21238,9793.626364,18824.87082,93236.68,8704.977113,18141.9407,115448.2293,10569.18793,19272.3152
jgi|Aurli1|139062|estExt_fgenesh1_kg.C_90033,jgi|Aurli1|139062|estExt_fgenesh1_kg.C_90033,4666593.977,5150220.118,4349454.172,4119800,4553578.287,3763567.88,3736418.051,4358597.245,3551507.848,3186618.794,3810843.974,3075592.812,3375287.836,3854969.683,3180030.036
jgi|Aurli1|139066|estExt_fgenesh1_kg.C_90037,jgi|Aurli1|139066|estExt_fgenesh1_kg.C_90037,466649.6405,427195.967,587538.4452,656300,807756.5362,1089852.006,571358.9427,761164.1845,1015591.034,591230.5631,766165.7271,1006249.773,541096.9173,631866.0462,836940.4503
jgi|Aurli1|139073|estExt_fgenesh1_kg.C_90053,jgi|Aurli1|139073|estExt_fgenesh1_kg.C_90053,987432.4346,1766699.565,1400870.342,880960,1530441.46,1236859.84,725810.0543,1260674.941,1001457.471,646165.6308,1119944.449,900570.7343,716485.4681,1241576.983,969889.5554
jgi|Aurli1|139080|estExt_fgenesh1_kg.C_90060,jgi|Aurli1|139080|estExt_fgenesh1_kg.C_90060,1506810.186,2347350.651,2177325.59,840710,1253801.034,1091409.121,840338.907,1144945.792,994863.3088,845700.2488,1090720.647,962117.8678,1048711.011,1356322.633,1221083.558
jgi|Aurli1|139081|estExt_fgenesh1_kg.C_90061,jgi|Aurli1|139081|estExt_fgenesh1_kg.C_90061,1536960.05,2338946.245,1805573.59,1470300,2276690.59,1778712.286,1232361.767,1974840.651,1558067.795,1240191.562,1774617.858,1379812.887,1253404.371,1910103.538,1464769.765
jgi|Aurli1|139089|estExt_fgenesh1_kg.C_90070,jgi|Aurli1|139089|estExt_fgenesh1_kg.C_90070,617994.1513,747347.8137,683815.7999,607650,784655.533,676624.1524,517675.053,729244.4265,595308.8296,521315.9665,695004.264,601525.042,465882.8705,650070.4194,542844.7589
jgi|Aurli1|139091|estExt_fgenesh1_kg.C_90072,jgi|Aurli1|139091|estExt_fgenesh1_kg.C_90072,2753687.566,2331008.75,1863293.562,2637400,2374850.142,1974281.162,2667185.728,2619455.781,2140514.632,2646079.605,2507924.383,2045495.583,2572071.873,2462528.799,2069545.188
jgi|Aurli1|139097|estExt_fgenesh1_kg.C_90078,jgi|Aurli1|139097|estExt_fgenesh1_kg.C_90078,103953.6083,182581.0555,95230.2127,89450,183723.9339,82631.6265,103212.2308,197606.5797,86987.80495,118641.1104,204566.6107,87430.09031,124743.5779,216467.4267,105372.084
jgi|Aurli1|139104|estExt_fgenesh1_kg.C_90085,jgi|Aurli1|139104|estExt_fgenesh1_kg.C_90085,215498.3473,351659.0318,380299.4212,205450,378426.7576,401003.3468,168666.9535,347988.5041,373931.7696,171955.6745,327658.0661,332676.7205,162482.6931,360078.6281,329235.8652
jgi|Aurli1|139108|estExt_fgenesh1_kg.C_90089,jgi|Aurli1|139108|estExt_fgenesh1_kg.C_90089,3106801.991,3034550.931,2633335.48,3285000,3150074.08,2777705.527,2817558.603,2462071.678,2199254.44,2576701.8,2363311.757,2052315.861,2685377.28,2393197.25,2194444.46
jgi|Aurli1|139114|estExt_fgenesh1_kg.C_90095,jgi|Aurli1|139114|estExt_fgenesh1_kg.C_90095,1293224.258,1803959.099,1171980.8,1389300,2131225.229,1404540.106,1431538.178,2122894.799,1469057.855,1270677.284,1866607.556,1291502.04,1336768.971,1945059.808,1368010.31
jgi|Aurli1|139127|estExt_fgenesh1_kg.C_90108,jgi|Aurli1|139127|estExt_fgenesh1_kg.C_90108,55694.31163,207467.4361,109273.1943,54242,204026.0101,110701.5122,63262.91246,183479.7072,106163.7643,50329.79936,171255.4939,86776.2843,64813.041,193527.9799,104422.9418
jgi|Aurli1|139128|estExt_fgenesh1_kg.C_90109,jgi|Aurli1|139128|estExt_fgenesh1_kg.C_90109,557060.2031,205076.8494,345446.289,553590,198506.9991,317360.7582,616258.1959,225832.0521,337011.2118,493443.3068,184993.6934,320047.4463,555216.0626,224339.8498,380960.079
jgi|Aurli1|139154|estExt_fgenesh1_kg.C_90136,jgi|Aurli1|139154|estExt_fgenesh1_kg.C_90136,928157.2168,1765205.448,2599278.485,794950,1441743.069,2001821.164,705931.0694,1136464.014,1368344.965,678454.1625,1017610.931,1179908.174,728765.1128,1169340.481,1447701.351
jgi|Aurli1|139157|estExt_fgenesh1_kg.C_90139,jgi|Aurli1|139157|estExt_fgenesh1_kg.C_90139,435728.9549,530205.9723,470097.101,363100,488629.5807,440244.9447,420802.4499,572369.2298,503305.6352,411435.7031,561689.4993,527184.0068,408828.9994,539382.0206,535590.6829
jgi|Aurli1|139164|estExt_fgenesh1_kg.C_90146,jgi|Aurli1|139164|estExt_fgenesh1_kg.C_90146,88863.06477,16976.90052,69048.34518,53521,14449.95343,111409.1856,51998.47649,14991.07146,89542.19892,45924.05555,16629.44775,80138.27191,45360.32258,19718.82209,80110.83138
jgi|Aurli1|139165|estExt_fgenesh1_kg.C_90147,jgi|Aurli1|139165|estExt_fgenesh1_kg.C_90147,1053684.077,1600105.558,1241311.111,912880,1321113.257,1028578.407,917380.8456,1225428.441,875549.4793,786015.0803,1119141.045,780028.192,867862.6657,1220854.984,899793.7313
jgi|Aurli1|139168|estExt_fgenesh1_kg.C_90150,jgi|Aurli1|139168|estExt_fgenesh1_kg.C_90150,255229.8184,316201.7758,442696.7007,288380,380220.4361,593121.0069,321803.7521,408190.2797,609059.7963,347982.864,466144.7407,674525.5397,298136.0748,424452.3902,647400.3268
jgi|Aurli1|139169|estExt_fgenesh1_kg.C_90151,jgi|Aurli1|139169|estExt_fgenesh1_kg.C_90151,60121.17028,410826.0514,179993.4283,63035,381176.4077,153759.2015,45901.4169,381953.313,158428.6905,38321.86864,330962.0629,136793.6195,44644.09151,355575.9507,151309.1828
jgi|Aurli1|139170|estExt_fgenesh1_kg.C_90152,jgi|Aurli1|139170|estExt_fgenesh1_kg.C_90152,129693.2008,178612.3081,251734.2664,138270,171424.4237,251253.1329,142709.2708,196098.708,287453.7182,159234.7223,241191.7667,360087.1845,174185.0477,254415.7982,369196.7127
jgi|Aurli1|139171|estExt_fgenesh1_kg.C_90153,jgi|Aurli1|139171|estExt_fgenesh1_kg.C_90153,155979.1986,512846.2044,315546.9015,176130,441698.2765,297896.8327,133238.4856,399510.5936,257577.4362,114518.9546,377328.4861,246988.1531,125242.5913,401358.0125,267351.3321
jgi|Aurli1|139175|estExt_fgenesh1_kg.C_90157,jgi|Aurli1|139175|estExt_fgenesh1_kg.C_90157,196091.202,287738.8535,251988.5881,237720,326636.7526,299965.2379,233319.5588,378098.8161,311185.9511,211323.7807,292770.27,268025.1844,217853.6168,300004.1966,269277.295
jgi|Aurli1|139191|estExt_fgenesh1_kg.C_90173,jgi|Aurli1|139191|estExt_fgenesh1_kg.C_90173,338185.8516,187474.2876,113294.7946,280890,143198.6246,113134.7934,290898.0673,144058.2877,105245.5328,302770.8172,141680.2034,97992.11464,300993.1714,152093.6646,92220.17909
jgi|Aurli1|139193|estExt_fgenesh1_kg.C_90175,jgi|Aurli1|139193|estExt_fgenesh1_kg.C_90175,62247.27233,184355.3191,12052.63772,51508,160366.691,10364.22078,53015.13629,156517.0772,10626.39145,52732.19575,152204.789,11883.74726,56018.66279,150011.7815,12228.13465
jgi|Aurli1|139206|estExt_fgenesh1_kg.C_90188,jgi|Aurli1|139206|estExt_fgenesh1_kg.C_90188,158633.1672,230112.6417,207681.3226,143490,243969.8522,214777.1555,152875.8688,287928.0915,203642.5891,147516.4566,280267.3034,211463.9096,159801.7188,290708.3465,225983.4937
jgi|Aurli1|139209|estExt_fgenesh1_kg.C_90191,jgi|Aurli1|139209|estExt_fgenesh1_kg.C_90191,106675.8775,89574.16125,120780.6989,103510,106191.6848,122686.6422,123410.1299,134916.8158,165169.1398,111247.5633,140786.417,166156.0942,124127.1495,134121.6877,168193.0734
