protein,Fasta_headers,T0.1,T0.2,T0.3,T2.1,T2.2,T2.3,T4.1,T4.2,T4.3,T6.1,T6.2,T6.3,T8.1,T8.2,T8.3
jgi|Aurli1|57046|gw1.11.269.1,jgi|Aurli1|57046|gw1.11.269.1,394094.8225,276747.7578,178168.9464,392740,271781.7254,162904.3414,454269.1123,386627.7151,245019.2703,617634.6416,541182.6255,342648.438,643296.8288,643069.4823,457744.8762
jgi|Aurli1|57250|gw1.19.229.1,jgi|Aurli1|57250|gw1.19.229.1,65387.15135,249928.3638,168504.7213,46938,227058.0256,158163.2778,49254.848,204731.2732,143833.761,61520.38864,216286.2589,153844.3157,65605.59178,242892.8174,184212.0105
jgi|Aurli1|57305|gw1.30.80.1,jgi|Aurli1|57305|gw1.30.80.1,233090.6465,237265.7252,179119.8885,207870,218542.9801,172735.0764,321726.4396,262774.9075,214805.4032,230283.6713,230536.6281,191967.3205,234732.0129,215150.5146,193368.9839
jgi|Aurli1|57370|gw1.9.373.1,jgi|Aurli1|57370|gw1.9.373.1,393080.0698,384062.6868,431329.6259,334780,351896.0833,410578.4361,449775.3214,402865.608,426144.9327,394886.3114,389851.5379,434087.2058,484473.5677,432237.6647,422247.1884
jgi|Aurli1|57554|gw1.36.52.1,jgi|Aurli1|57554|gw1.36.52.1,364686.5086,282182.6072,156551.6008,313510,258881.0372,156908.2903,354932.1723,255998.9093,140559.1855,333033.7195,269009.6122,148670.3113,348340.7417,269715.2183,129731.4785
jgi|Aurli1|57556|gw1.14.248.1,jgi|Aurli1|57556|gw1.14.248.1,159228.3587,230915.7294,224930.9693,138210,207268.429,205132.3446,137423.0264,185044.124,182194.682,133853.5867,176146.2126,181936.8075,145203.1293,210754.3522,187268.1792
jgi|Aurli1|57601|gw1.27.100.1,jgi|Aurli1|57601|gw1.27.100.1,170058.8923,241654.6929,286963.3524,164310,213487.1718,240179.0308,153629.666,256639.7548,276380.9267,141044.5708,185294.9697,219271.9525,154958.353,226131.2376,265321.5747
jgi|Aurli1|58081|gw1.1.941.1,jgi|Aurli1|58081|gw1.1.941.1,1566426.908,892351.8353,1080568.73,1810700,1050583.165,1220707.687,1931846.904,1123647.105,1282373.291,2041429.247,1254715.382,1444605.532,1809364.061,1157139.678,1351057.223
jgi|Aurli1|58107|gw1.3.431.1,jgi|Aurli1|58107|gw1.3.431.1,163121.4965,206570.9661,288069.099,167710,204765.1633,295816.8072,134204.8922,188502.8046,253368.8752,112888.323,151170.407,212122.4192,127404.9829,169523.3836,230319.7935
jgi|Aurli1|58117|gw1.6.388.1,jgi|Aurli1|58117|gw1.6.388.1,257786.2146,314418.1741,326538.0225,307050,325956.7316,463927.0224,295198.5769,276948.901,326681.1075,283993.2332,263164.8519,347869.4788,352831.8627,240762.5184,337297.231
jgi|Aurli1|58407|gw1.1.971.1,jgi|Aurli1|58407|gw1.1.971.1,780774.1444,374220.1933,609885.5836,928840,523448.6269,801658.086,901135.5497,521431.4406,747582.2183,964169.1806,568297.4929,772819.8632,862109.3342,496127.268,707831.7382
jgi|Aurli1|58480|gw1.7.425.1,jgi|Aurli1|58480|gw1.7.425.1,1099835.811,1207246.259,1135270.014,1068400,1184222.074,1136739.732,1304455.703,1316183.466,1168044.468,1153292.064,1331842.116,1265749.609,1129238.083,1219112.012,1155231.772
jgi|Aurli1|58538|gw1.7.427.1,jgi|Aurli1|58538|gw1.7.427.1,97796.79142,58404.08631,81140.78978,81127,47934.58158,66120.40753,91371.81644,40295.04258,46954.71246,79933.35932,36782.824,42353.92924,92420.22627,42753.16406,43698.59944
jgi|Aurli1|5856|gm1.5856_g,jgi|Aurli1|5856|gm1.5856_g,41732.68049,41012.56842,58392.26539,35016,45462.85308,62207.868,54967.27773,43598.22391,78556.05427,34633.19761,40878.17323,56279.0564,35812.53191,34908.82219,62885.57257
jgi|Aurli1|58613|gw1.1.991.1,jgi|Aurli1|58613|gw1.1.991.1,242028.2761,266531.7352,114256.7941,235570,250898.182,123174.6929,192517.8698,235246.8257,123308.5866,202157.808,238118.7484,124799.3367,206601.3528,264341.0549,144285.7612
jgi|Aurli1|58680|gw1.3.468.1,jgi|Aurli1|58680|gw1.3.468.1,326789.3982,297889.5085,177815.1075,180580,147732.0979,85717.96598,144748.3888,185204.3354,92138.22839,139768.4243,153349.6389,77136.17347,151152.1524,171343.8209,87093.88856
jgi|Aurli1|58775|gw1.9.445.1,jgi|Aurli1|58775|gw1.9.445.1,180850.397,248779.7617,176112.2578,141890,169719.4435,152039.4039,181839.0762,192819.0872,175848.082,172532.9789,208734.2662,189509.6684,186376.6312,223991.2554,199688.9101
jgi|Aurli1|58879|gw1.9.449.1,jgi|Aurli1|58879|gw1.9.449.1,114793.8991,221829.6325,79614.8595,103450,209623.8641,57143.76128,100322.6749,196739.5535,52327.94207,92931.82279,197145.171,54371.73025,110908.1854,233015.9766,69601.07083
jgi|Aurli1|58900|gw1.4.404.1,jgi|Aurli1|58900|gw1.4.404.1,92419.57784,64580.39104,99765.98517,115570,70793.14248,129496.1111,126241.7014,75731.91118,153961.3142,115683.6915,66864.25874,162522.5321,97013.10692,61588.88038,134148.5072
jgi|Aurli1|58992|gw1.27.110.1,jgi|Aurli1|58992|gw1.27.110.1,530179.0138,150625.6355,115760.6094,457190,151280.0336,119107.6039,362769.7302,117793.0484,120045.2639,350383.2348,128544.5565,104746.5421,359015.7157,131139.2691,108481.3032
jgi|Aurli1|59016|gw1.8.375.1,jgi|Aurli1|59016|gw1.8.375.1,159277.1449,27247.08489,91747.11097,154600,26240.92621,82445.70244,191812.3929,25533.92155,104847.1824,134552.4288,23435.27946,77740.59125,135682.7354,24685.32368,89313.93564
jgi|Aurli1|59042|gw1.13.325.1,jgi|Aurli1|59042|gw1.13.325.1,143021.5872,86797.90574,84857.20403,173090,108251.4585,108463.4512,171131.2905,94562.40082,105072.2391,188494.9381,114525.1658,121753.7296,192335.4389,121155.9134,124207.3094
jgi|Aurli1|59114|gw1.38.29.1,jgi|Aurli1|59114|gw1.38.29.1,155237.6486,638361.3418,253470.2885,233940,800433.9913,365921.7998,237707.045,834606.958,401782.5409,216590.417,770534.2335,376138.3571,222745.9056,725115.0429,369312.0398
jgi|Aurli1|59191|gw1.1.1056.1,jgi|Aurli1|59191|gw1.1.1056.1,161091.9911,49385.22464,110751.5774,157090,50090.93802,81483.5454,129034.6166,48507.28855,74359.8714,126834.781,43769.4215,64148.24665,146641.4622,55346.13603,76393.83826
jgi|Aurli1|59256|gw1.10.439.1,jgi|Aurli1|59256|gw1.10.439.1,165590.0775,454827.7869,276558.2771,164090,472555.4612,250242.1708,224109.7033,500132.7536,279542.9738,203504.8515,505993.5532,290990.7082,243136.965,536477.0675,302053.2628
jgi|Aurli1|59396|gw1.1.1075.1,jgi|Aurli1|59396|gw1.1.1075.1,267836.1693,485653.2812,341399.2565,383590,654633.5472,485924.1633,472108.9792,824428.8244,610713.9633,548641.7063,846727.0109,673561.2934,576047.428,920734.589,705479.065
jgi|Aurli1|59656|gw1.2.593.1,jgi|Aurli1|59656|gw1.2.593.1,664536.1741,568324.6235,615889.7875,648280,519624.7407,579455.5881,640341.0497,589012.3631,665774.0941,645568.0701,582487.6069,660367.5823,626663.0471,604511.0706,704221.9994
jgi|Aurli1|59673|gw1.27.115.1,jgi|Aurli1|59673|gw1.27.115.1,121175.1325,15504.26179,33486.42942,100110,10870.48059,24744.16896,183491.6316,28729.66702,86497.18126,138867.0193,16209.66943,53246.3843,143451.6899,15104.78814,53437.97482
jgi|Aurli1|59944|gw1.6.479.1,jgi|Aurli1|59944|gw1.6.479.1,204628.7848,280184.2262,165839.872,191430,261571.5551,182751.7353,225095.4381,316634.198,197250.9777,198673.7255,290480.5701,196859.1064,212452.5301,305204.0628,199596.6484
jgi|Aurli1|60104|gw1.21.286.1,jgi|Aurli1|60104|gw1.21.286.1,55794.81117,11046.19121,22684.39109,56083,11827.43767,24647.72085,50438.69615,16601.66686,29711.9905,54599.826,14948.32597,28858.00926,51454.15742,18317.66634,32960.4912
jgi|Aurli1|60171|gw1.14.307.1,jgi|Aurli1|60171|gw1.14.307.1,67242.0022,86885.68509,69168.87156,63008,121960.2876,78155.50465,78560.16341,137065.5329,86622.08775,85099.72695,148639.686,80419.31442,93135.47888,133511.6475,81559.34002
jgi|Aurli1|60473|gw1.17.266.1,jgi|Aurli1|60473|gw1.17.266.1,332175.3933,132304.03,282407.6765,345350,133520.6446,293818.1235,348534.5602,123805.6866,260885.7703,345714.1592,129990.6828,266355.3921,332205.9734,121175.2797,245081.665
jgi|Aurli1|60527|gw1.11.383.1,jgi|Aurli1|60527|gw1.11.383.1,768440.9962,497260.7,496900.3981,836290,571237.3489,575028.2713,774681.2389,570079.1497,570293.7732,878596.4692,594950.4033,623326.4148,937235.3198,627063.1903,651655.8976
jgi|Aurli1|60609|gw1.15.447.1,jgi|Aurli1|60609|gw1.15.447.1,82821.38331,66531.1471,115030.8167,36301,28205.1028,66165.72652,63891.07679,22454.0937,76208.7125,38193.24118,20702.70338,73972.97536,46120.58425,32307.92079,86916.28479
jgi|Aurli1|6065|gm1.6065_g,jgi|Aurli1|6065|gm1.6065_g,146085.3598,131949.1773,180922.2554,155230,150619.7233,198625.0024,160123.9187,135859.2356,177130.9054,148772.3468,126586.2606,184535.5687,156641.3003,127207.8991,187141.3194
jgi|Aurli1|6071|gm1.6071_g,jgi|Aurli1|6071|gm1.6071_g,45586.7893,187745.0962,234219.2405,33491,209761.8394,241701.2841,42336.34275,215041.3456,220026.7196,28735.57779,198882.5311,226256.8584,29589.54065,214269.3455,237758.3928
jgi|Aurli1|60779|gw1.6.526.1,jgi|Aurli1|60779|gw1.6.526.1,286374.9205,144630.4924,245586.3154,291160,152245.8605,272715.7421,347751.7708,200349.0212,288747.7944,276224.9447,141087.6933,242014.0534,302245.5973,147164.9274,253189.1616
jgi|Aurli1|60822|gw1.14.325.1,jgi|Aurli1|60822|gw1.14.325.1,253229.5847,107688.4581,130577.6136,175640,84166.88877,97031.44531,185550.0778,81721.93131,90661.85619,172745.67,75279.91017,90510.97472,183734.7953,86879.40264,108233.3498
jgi|Aurli1|60890|gw1.13.382.1,jgi|Aurli1|60890|gw1.13.382.1,854938.9066,678413.0065,511241.9312,901640,724793.9745,563001.3084,1123544.377,838301.2436,659269.9544,1132529.363,917336.1341,691917.2498,1167397.935,941960.1135,680164.7619
jgi|Aurli1|60936|gw1.10.517.1,jgi|Aurli1|60936|gw1.10.517.1,1053098.643,1841312.016,1483469.612,649050,1025747.615,768110.4125,568198.7929,941090.9691,726528.1605,602675.3689,945103.7668,721467.8701,682405.7848,1096038.829,872357.4092
jgi|Aurli1|60944|gw1.8.448.1,jgi|Aurli1|60944|gw1.8.448.1,988603.3031,1612805.549,1436585.957,957120,1496341.856,1309835.036,827582.3392,1356047.823,1256604.295,795545.6664,1278315.359,1135882.1,805114.1706,1266075.421,1139558.816
jgi|Aurli1|61059|gw1.1.1243.1,jgi|Aurli1|61059|gw1.1.1243.1,403081.2382,502434.0789,449054.7436,349780,470702.6504,409149.1449,303818.9243,401470.8267,319558.0618,342159.1797,408611.0091,327490.9571,366099.7497,427996.4331,353177.7755
jgi|Aurli1|61236|gw1.5.479.1,jgi|Aurli1|61236|gw1.5.479.1,100206.8291,270958.0558,166768.6992,59049,197028.6926,107067.8587,51746.24435,205127.0895,108616.8827,63348.51911,225585.6542,111004.7356,90931.01358,266481.0371,144954.6585
jgi|Aurli1|61326|gw1.14.346.1,jgi|Aurli1|61326|gw1.14.346.1,457009.4898,451979.6271,471158.6177,449570,477167.7775,526176.7233,521907.9141,607879.6071,635503.9629,646044.093,739121.1575,764376.8289,709910.232,795569.8403,809953.904
jgi|Aurli1|61452|gw1.10.540.1,jgi|Aurli1|61452|gw1.10.540.1,78075.46299,159216.8063,131108.372,96205,170458.5968,156687.5055,130880.4533,176373.862,168612.5078,138370.7401,182282.2067,195330.4233,129997.8959,176989.1132,178053.5422
jgi|Aurli1|61577|gw1.17.306.1,jgi|Aurli1|61577|gw1.17.306.1,377214.8016,55339.27952,143116.7798,300950,47434.91398,122756.3637,368964.3969,61613.52044,162986.0894,398046.2931,66359.1188,171788.7035,407899.4646,70242.73586,177776.7571
jgi|Aurli1|6170|gm1.6170_g,jgi|Aurli1|6170|gm1.6170_g,2948051.737,2771679.782,2281818.642,3702100,3515215.79,2916916.17,3742892.976,3656211.782,2950381.302,3908654.371,3781821.023,3168372.118,3436147.908,3389402.522,2814673.717
jgi|Aurli1|61706|gw1.13.410.1,jgi|Aurli1|61706|gw1.13.410.1,2512683.8,2553071.838,2147028.134,3317100,3277109.887,2785374.894,3114245.446,3239191.029,2711821.16,3008869.819,3194733.932,2645092.132,2721775.908,2859926.392,2432133.656
jgi|Aurli1|61763|gw1.6.586.1,jgi|Aurli1|61763|gw1.6.586.1,274744.2934,483953.7235,318156.4634,252730,400473.2354,290006.6802,370868.218,473792.1207,335447.0675,325508.5065,433014.3897,295435.6483,381148.4298,499012.8548,363165.1042
jgi|Aurli1|6183|gm1.6183_g,jgi|Aurli1|6183|gm1.6183_g,224738.4512,54284.99345,81345.3529,211510,53198.33832,65215.18974,236296.0913,43472.88208,60249.93923,226870.4859,50265.94288,62837.10691,226982.6276,45813.04806,73150.83962
jgi|Aurli1|61878|gw1.1.1333.1,jgi|Aurli1|61878|gw1.1.1333.1,670361.2449,218365.1495,543839.3404,757980,257530.8506,591633.6144,714599.7371,285327.0129,611591.6846,693139.9752,260433.28,596962.5109,635635.5046,242631.3716,543605.9179
jgi|Aurli1|6201|gm1.6201_g,jgi|Aurli1|6201|gm1.6201_g,322408.3986,261927.9883,178821.3369,197380,135393.1662,95247.73632,199176.4116,117623.4129,99615.7385,184929.8304,116614.0149,93731.79242,223704.7941,152238.9122,112407.0384
jgi|Aurli1|6203|gm1.6203_g,jgi|Aurli1|6203|gm1.6203_g,202833.4531,133079.103,115970.7013,164750,101392.1163,88789.19912,167468.6093,94750.88478,82810.7519,166020.5806,96126.22193,80101.81869,206738.3369,119006.248,96288.91992
jgi|Aurli1|62099|gw1.3.631.1,jgi|Aurli1|62099|gw1.3.631.1,138835.7323,238610.4302,134071.7728,137470,232675.5904,126997.7564,171479.1969,264857.6552,150225.3724,147658.2506,248261.7173,136934.7287,157864.3725,262423.7858,144032.0415
jgi|Aurli1|62156|gw1.12.444.1,jgi|Aurli1|62156|gw1.12.444.1,279808.2997,373211.6645,208831.2991,193650,263128.7046,126068.1361,171614.4938,236679.3038,97173.8729,157563.5781,241513.1281,88951.71795,174664.492,262966.0437,96882.85459
jgi|Aurli1|62164|gw1.18.381.1,jgi|Aurli1|62164|gw1.18.381.1,301927.9571,720500.4051,366687.6808,281940,690063.6267,353859.9761,305587.4484,747461.4009,375675.9593,323776.5935,757940.884,425350.1939,327470.238,756808.0819,391270.3236
jgi|Aurli1|62195|gw1.6.610.1,jgi|Aurli1|62195|gw1.6.610.1,126424.5262,46187.81499,171578.6968,118930,41413.27876,153398.9736,137345.7138,56643.19852,182532.2671,102689.2793,49257.67151,148317.5383,119205.507,49635.96642,167674.1013
jgi|Aurli1|62206|gw1.2.764.1,jgi|Aurli1|62206|gw1.2.764.1,624355.8701,239460.209,203556.8879,379140,133116.5742,131274.0099,384397.9112,145848.8853,133559.921,366851.6013,124728.39,132983.6709,414464.916,146177.2433,138484.807
jgi|Aurli1|62381|gw1.32.52.1,jgi|Aurli1|62381|gw1.32.52.1,227470.4777,237676.6073,273395.8419,210230,238214.3121,269450.4508,216687.7002,288587.7853,220026.7196,214929.401,266418.636,218084.2833,211826.3171,280560.3767,209249.5285
jgi|Aurli1|62499|gw1.10.575.1,jgi|Aurli1|62499|gw1.10.575.1,1122472.602,837536.4305,1433489.866,1272900,990071.1512,1783476.591,1392591.99,1057583.478,1848841.1,1400621.406,1096746.173,1943191.406,1283736.561,908582.2016,1588977.074
jgi|Aurli1|62627|gw1.13.443.1,jgi|Aurli1|62627|gw1.13.443.1,77041.19582,54951.74301,180192.4627,66177,48219.40197,136735.5293,83759.43121,46806.22084,129070.039,73926.35552,49330.98208,136534.9193,95028.79461,56734.70364,187521.8989
jgi|Aurli1|6264|gm1.6264_g,jgi|Aurli1|6264|gm1.6264_g,313480.5263,516114.5846,631149.0903,233270,471018.0224,558876.1182,271057.7386,523372.8254,698396.0683,253335.3332,476267.6245,669504.4037,301785.7222,543768.4999,764964.794
jgi|Aurli1|62673|gw1.2.800.1,jgi|Aurli1|62673|gw1.2.800.1,48299.30133,81947.62954,105733.6995,27137,37709.62817,52761.76348,18385.88662,39411.99524,52575.50448,27268.00934,40254.53128,49481.12023,30879.14796,54068.92495,57404.07451
jgi|Aurli1|62754|gw1.22.312.1,jgi|Aurli1|62754|gw1.22.312.1,373907.0981,161747.4664,304058.1945,407080,187498.5432,307936.7322,535167.0134,277203.3544,380604.7019,621503.5936,304610.4288,411709.637,564071.1052,281209.1496,388387.1456
jgi|Aurli1|62780|gw1.9.624.1,jgi|Aurli1|62780|gw1.9.624.1,204462.9117,277392.0957,221967.5684,203210,263414.5106,241654.8031,247168.1661,284836.9546,263620.2096,223649.7353,287698.7856,285264.0261,249751.3393,312621.3765,295894.7945
jgi|Aurli1|6283|gm1.6283_g,jgi|Aurli1|6283|gm1.6283_g,129429.7554,142267.9205,107643.3238,125140,170704.9812,103205.2863,153880.9317,197012.8552,132817.2337,148438.1179,194031.9826,132713.2116,148089.5796,160121.0185,121566.3183
jgi|Aurli1|62866|gw1.1.1438.1,jgi|Aurli1|62866|gw1.1.1438.1,174127.6604,144527.7719,231808.713,167750,106753.4413,196080.1667,122492.0435,94609.52181,177052.1355,116939.5817,91056.74598,173681.9187,155017.0605,118831.9508,218833.2122
jgi|Aurli1|62893|gw1.5.567.1,jgi|Aurli1|62893|gw1.5.567.1,611856.8489,1012637.564,1284988.1,665140,992239.3341,1212108.699,656402.7283,930206.0206,1259417.504,681786.3227,959605.1996,1242231.408,710164.631,991073.1883,1284859.456
jgi|Aurli1|6297|gm1.6297_g,jgi|Aurli1|6297|gm1.6297_g,544102.5917,452007.6417,560978.4124,599910,517298.8718,590471.589,559307.8517,509783.1321,559749.865,535029.4772,479300.4726,546868.7415,498719.9124,446103.9745,504925.2014
jgi|Aurli1|63051|gw1.23.280.1,jgi|Aurli1|63051|gw1.23.280.1,114159.6787,180685.395,148324.8462,118080,205878.8209,175001.0259,115553.2438,229187.0665,191950.8915,125700.4286,250491.162,222211.7277,111133.2306,221589.8275,196494.3489
jgi|Aurli1|631|gm1.631_g,jgi|Aurli1|631|gm1.631_g,1737568.853,1259446.96,1371236.334,1644700,1278439.476,1387923.143,1647336.784,1351618.45,1461405.926,1728672.077,1359860.812,1557375.309,1854373.118,1464967.881,1715952.234
jgi|Aurli1|63111|gw1.24.176.1,jgi|Aurli1|63111|gw1.24.176.1,2335394.795,1401668.189,1335631.294,2065400,1229655.361,1208041.61,1716628.142,1055792.881,944506.8637,1549809.007,910728.1405,867950.9887,1749091.064,1029999.561,1001004.813
jgi|Aurli1|63196|gw1.13.472.1,jgi|Aurli1|63196|gw1.13.472.1,69719.3648,125356.3875,56247.11703,59986,119920.2247,71896.83582,63724.85484,162265.8379,86442.04236,69481.11194,147344.1979,110472.0483,75208.17608,179497.0561,104899.2428
jgi|Aurli1|6332|gm1.6332_g,jgi|Aurli1|6332|gm1.6332_g,128161.3145,24140.25607,28896.47537,115410,22308.63088,26812.57418,107280.8028,24970.35452,29148.22338,108624.3733,21884.71075,27857.30978,125976.4346,23432.32055,28245.91849
jgi|Aurli1|6349|gm1.6349_g,jgi|Aurli1|6349|gm1.6349_g,34724.0568,91914.32146,144908.0893,38441,87239.79525,150552.0114,37974.94952,93903.6494,155851.7908,47703.57092,95026.56342,150810.4677,78245.30892,113603.0351,172563.9712
jgi|Aurli1|63536|gw1.13.483.1,jgi|Aurli1|63536|gw1.13.483.1,1896319.107,1681721.68,1543511.651,2293300,2098801.039,2112794.59,2267673.216,1957877.095,2068609.004,2084473.871,1812377.822,1956479.19,2085191.3,1790322.636,1898976.375
jgi|Aurli1|63582|gw1.10.632.1,jgi|Aurli1|63582|gw1.10.632.1,5344624.411,6036418.06,5592755.626,3292000,3784858.898,3281094.932,3354590.782,3782119.065,3126600.728,3286684.883,3763744.445,3123217.171,3542799.802,4006801.901,3480803.168
jgi|Aurli1|63770|gw1.15.517.1,jgi|Aurli1|63770|gw1.15.517.1,119467.6159,80277.95417,279698.5974,143210,123517.4372,347550.1782,142883.224,118188.8647,294824.3263,140679.9576,124848.9005,336098.6189,127463.6904,100840.6076,279437.6143
jgi|Aurli1|6389|gm1.6389_g,jgi|Aurli1|6389|gm1.6389_g,71993.77686,370933.1366,451011.915,64278,269623.3979,310818.5552,57058.58174,250900.4183,266849.7738,48539.14302,241563.3408,243848.4731,54278.96492,240026.5969,248391.5533
jgi|Aurli1|63955|gw1.8.568.1,jgi|Aurli1|63955|gw1.8.568.1,236154.4191,387863.346,360042.1439,188750,304028.5183,257586.1714,213440.5739,298191.0429,236669.6653,192252.4805,302963.4517,263721.3535,186944.1367,308283.3131,267731.9116
jgi|Aurli1|6409|gm1.6409_g,jgi|Aurli1|6409|gm1.6409_g,499160.7558,362510.054,152327.6488,475210,359129.9298,157036.1131,489504.299,392178.5677,163312.4217,529063.9988,459597.0023,185393.9831,527731.1846,442221.0204,185941.9173
jgi|Aurli1|64200|gw1.19.397.1,jgi|Aurli1|64200|gw1.19.397.1,468454.7294,396874.7371,198426.2238,403500,340040.065,166959.8101,407900.921,370550.0337,155953.0664,401489.863,342189.6265,152656.6465,517887.8996,423968.2313,216872.6512
jgi|Aurli1|64608|gw1.26.142.1,jgi|Aurli1|64608|gw1.26.142.1,821422.7958,485233.0609,614242.2251,788760,478843.1916,579269.6641,737735.5124,398483.356,527589.2572,680854.5332,399171.0182,524114.8815,716338.6994,435210.4001,524761.4663
jgi|Aurli1|64705|gw1.9.717.1,jgi|Aurli1|64705|gw1.9.717.1,102148.5193,269473.2774,114356.3113,110510,268007.1161,133691.0228,117592.3618,328895.0794,139242.6036,113860.6251,309742.1685,125246.1825,103608.8906,308573.8084,125844.9545
jgi|Aurli1|64918|gw1.19.414.1,jgi|Aurli1|64918|gw1.19.414.1,463849.3133,251366.4511,288588.7999,540280,278296.1295,294724.5033,487136.6027,301084.2716,396257.398,485705.4028,250149.7155,296635.0766,514081.699,266781.2156,318129.8635
jgi|Aurli1|65144|gw1.6.735.1,jgi|Aurli1|65144|gw1.6.735.1,526471.2636,436356.7698,477317.6261,384090,323601.2965,334279.8481,317464.5862,288135.4238,270641.9799,311005.0005,266328.2531,242602.0085,336853.6477,298745.3836,281363.5773
jgi|Aurli1|6524|gm1.6524_g,jgi|Aurli1|6524|gm1.6524_g,147012.2974,24341.02799,103171.6846,161410,28787.55557,123023.6296,181094.9431,32129.91759,127562.1589,132638.2091,25271.05641,103404.8287,131367.7368,20691.01308,93993.91021
jgi|Aurli1|6528|gm1.6528_g,jgi|Aurli1|6528|gm1.6528_g,118589.4645,99657.58104,6860.49408,102990,78520.74341,6780.999247,156335.6046,89207.57163,6238.235182,128819.8978,74420.26845,5825.693715,133725.82,78727.13574,9760.710891
jgi|Aurli1|65330|gw1.21.389.1,jgi|Aurli1|65330|gw1.21.389.1,41054.55249,31881.648,13277.80493,36407,29029.0123,12503.39335,31144.38728,26349.11466,9791.768541,32740.247,30996.31045,10836.36415,32054.27571,27154.53387,10672.0258
jgi|Aurli1|65367|gw1.1.1699.1,jgi|Aurli1|65367|gw1.1.1699.1,77123.15661,34785.83725,34638.61736,67508,28095.70812,34729.45326,57634.5601,24596.21386,31431.42398,55411.09055,21696.91519,28651.04908,50274.13738,20288.19291,26055.85646
jgi|Aurli1|65371|gw1.7.777.1,jgi|Aurli1|65371|gw1.7.777.1,54457.09391,108202.0607,183045.2888,47006,76781.26941,118944.9204,44850.93287,90925.60289,134617.6876,49885.17372,84259.95255,137969.5296,52300.52336,94231.83911,148795.0516
