"cluster","Aplke1.FilteredModels1","Aurli1.FilteredModels1","Honfer1.CEA_gene_models","LabyHa_1.DU_gene_models","Schag1.FilteredModels1","TOTAL"
13345,0,1,0,0,0,1
13346,0,0,0,1,0,1
13347,0,1,0,0,0,1
13348,0,1,0,0,0,1
13349,0,0,0,1,0,1
13350,0,1,0,0,0,1
13351,0,1,0,0,0,1
13352,0,1,0,0,0,1
13353,0,1,0,0,0,1
13354,0,1,0,0,0,1
13355,0,0,0,1,0,1
13356,0,0,1,0,0,1
13357,0,0,1,0,0,1
13358,0,1,0,0,0,1
13359,0,0,0,0,1,1
13360,1,0,0,0,0,1
13361,0,0,0,0,1,1
13362,0,0,0,0,1,1
13363,1,0,0,0,0,1
13364,0,0,1,0,0,1
13365,0,0,0,0,1,1
13366,0,0,1,0,0,1
13367,0,0,0,0,1,1
13368,0,0,0,0,1,1
13369,0,0,0,1,0,1
13370,0,0,0,1,0,1
13371,0,0,0,0,1,1
13372,0,1,0,0,0,1
13373,0,1,0,0,0,1
13374,0,0,0,1,0,1
13375,0,1,0,0,0,1
13376,0,1,0,0,0,1
13377,0,0,0,0,1,1
13378,0,0,0,0,1,1
13379,0,0,0,0,1,1
13380,0,0,0,0,1,1
13381,1,0,0,0,0,1
13382,0,0,0,0,1,1
13383,1,0,0,0,0,1
13384,0,0,0,0,1,1
13385,0,0,0,0,1,1
13386,0,0,0,0,1,1
13387,0,1,0,0,0,1
13388,0,0,0,0,1,1
13389,0,1,0,0,0,1
13390,0,1,0,0,0,1
13391,0,1,0,0,0,1
13392,0,1,0,0,0,1
13393,0,1,0,0,0,1
13394,0,1,0,0,0,1
13395,0,1,0,0,0,1
13396,0,0,0,1,0,1
13397,0,0,0,1,0,1
13398,0,1,0,0,0,1
13399,0,0,0,1,0,1
13400,0,1,0,0,0,1
13401,0,1,0,0,0,1
13402,0,1,0,0,0,1
13403,0,0,1,0,0,1
13404,0,0,1,0,0,1
13405,0,1,0,0,0,1
13406,0,1,0,0,0,1
13407,0,1,0,0,0,1
13408,1,0,0,0,0,1
13409,1,0,0,0,0,1
13410,0,0,0,0,1,1
13411,0,0,0,0,1,1
13412,0,0,0,0,1,1
13413,0,0,0,0,1,1
13414,0,0,0,0,1,1
13415,0,0,1,0,0,1
13416,1,0,0,0,0,1
13417,1,0,0,0,0,1
13418,0,0,0,0,1,1
13419,0,0,0,0,1,1
13420,0,1,0,0,0,1
13421,0,0,0,0,1,1
13422,1,0,0,0,0,1
13423,0,0,0,0,1,1
13424,0,0,0,0,1,1
13425,1,0,0,0,0,1
13426,0,0,0,0,1,1
13427,0,1,0,0,0,1
13428,0,0,0,1,0,1
13429,0,0,0,1,0,1
13430,0,1,0,0,0,1
13431,0,1,0,0,0,1
13432,0,1,0,0,0,1
13433,0,1,0,0,0,1
13434,0,1,0,0,0,1
13435,1,0,0,0,0,1
13436,0,0,0,1,0,1
13437,0,0,0,1,0,1
13438,0,0,0,1,0,1
13439,1,0,0,0,0,1
13440,0,0,0,0,1,1
13441,1,0,0,0,0,1
13442,0,0,0,0,1,1
13443,0,0,0,0,1,1
13444,1,0,0,0,0,1
13445,0,0,1,0,0,1
13446,0,0,0,0,1,1
13447,1,0,0,0,0,1
13448,1,0,0,0,0,1
13449,1,0,0,0,0,1
13450,1,0,0,0,0,1
13451,1,0,0,0,0,1
13452,0,0,0,0,1,1
13453,0,1,0,0,0,1
13454,0,1,0,0,0,1
13455,0,1,0,0,0,1
13456,0,1,0,0,0,1
13457,0,1,0,0,0,1
13458,0,1,0,0,0,1
13459,1,0,0,0,0,1
13460,0,1,0,0,0,1
13461,0,0,0,1,0,1
13462,0,0,0,0,1,1
13463,0,1,0,0,0,1
13464,0,0,0,1,0,1
13465,0,1,0,0,0,1
13466,0,0,0,1,0,1
13467,0,1,0,0,0,1
13468,0,0,0,0,1,1
13469,0,0,1,0,0,1
13470,0,0,0,0,1,1
13471,1,0,0,0,0,1
13472,0,0,0,0,1,1
13473,0,0,0,1,0,1
13474,0,0,0,1,0,1
13475,0,0,0,0,1,1
13476,0,1,0,0,0,1
13477,0,0,0,0,1,1
13478,0,0,0,0,1,1
13479,0,1,0,0,0,1
13480,0,0,0,0,1,1
13481,0,0,0,0,1,1
13482,0,0,0,0,1,1
13483,1,0,0,0,0,1
13484,0,1,0,0,0,1
13485,1,0,0,0,0,1
13486,1,0,0,0,0,1
13487,0,1,0,0,0,1
13488,1,0,0,0,0,1
13489,0,1,0,0,0,1
13490,0,1,0,0,0,1
13491,1,0,0,0,0,1
13492,0,1,0,0,0,1
13493,0,1,0,0,0,1
13494,0,1,0,0,0,1
13495,0,1,0,0,0,1
13496,0,0,0,0,1,1
13497,0,0,0,0,1,1
13498,1,0,0,0,0,1
13499,1,0,0,0,0,1
13500,0,0,0,0,1,1
13501,0,1,0,0,0,1
13502,0,0,0,0,1,1
13503,0,1,0,0,0,1
13504,0,0,0,0,1,1
13505,0,1,0,0,0,1
13506,0,1,0,0,0,1
13507,0,0,0,0,1,1
13508,0,0,0,0,1,1
13509,0,0,0,0,1,1
13510,0,1,0,0,0,1
13511,0,0,0,0,1,1
13512,0,0,0,0,1,1
13513,0,0,0,0,1,1
13514,0,0,0,0,1,1
13515,1,0,0,0,0,1
13516,1,0,0,0,0,1
13517,1,0,0,0,0,1
13518,0,1,0,0,0,1
13519,1,0,0,0,0,1
13520,0,1,0,0,0,1
13521,1,0,0,0,0,1
13522,0,0,0,0,1,1
13523,0,0,0,1,0,1
13524,1,0,0,0,0,1
13525,1,0,0,0,0,1
13526,0,1,0,0,0,1
13527,1,0,0,0,0,1
13528,1,0,0,0,0,1
13529,0,1,0,0,0,1
13530,1,0,0,0,0,1
13531,0,0,0,1,0,1
13532,0,0,0,1,0,1
13533,0,0,0,1,0,1
13534,0,0,0,1,0,1
13535,0,1,0,0,0,1
13536,0,0,0,1,0,1
13537,0,1,0,0,0,1
13538,0,0,0,1,0,1
13539,1,0,0,0,0,1
13540,0,1,0,0,0,1
13541,1,0,0,0,0,1
13542,0,1,0,0,0,1
13543,0,1,0,0,0,1
13544,0,0,0,1,0,1
13545,1,0,0,0,0,1
13546,0,1,0,0,0,1
13547,0,1,0,0,0,1
13548,0,0,0,1,0,1
13549,0,1,0,0,0,1
13550,0,1,0,0,0,1
13551,0,1,0,0,0,1
13552,1,0,0,0,0,1
13553,1,0,0,0,0,1
13554,1,0,0,0,0,1
13555,1,0,0,0,0,1
13556,1,0,0,0,0,1
13557,0,1,0,0,0,1
13558,0,1,0,0,0,1
13559,1,0,0,0,0,1
13560,0,0,0,1,0,1
13561,0,1,0,0,0,1
13562,0,1,0,0,0,1
13563,0,1,0,0,0,1
13564,0,0,0,1,0,1
13565,0,0,0,1,0,1
13566,0,0,0,1,0,1
13567,0,0,0,1,0,1
13568,0,1,0,0,0,1
13569,0,1,0,0,0,1
13570,0,0,0,1,0,1
13571,0,0,0,1,0,1
13572,0,0,0,0,1,1
13573,0,1,0,0,0,1
13574,0,0,0,0,1,1
13575,1,0,0,0,0,1
13576,1,0,0,0,0,1
13577,1,0,0,0,0,1
13578,1,0,0,0,0,1
13579,1,0,0,0,0,1
13580,0,1,0,0,0,1
13581,1,0,0,0,0,1
13582,0,0,0,0,1,1
13583,1,0,0,0,0,1
13584,1,0,0,0,0,1
13585,1,0,0,0,0,1
13586,1,0,0,0,0,1
13587,1,0,0,0,0,1
13588,1,0,0,0,0,1
13589,1,0,0,0,0,1
13590,1,0,0,0,0,1
13591,0,0,0,0,1,1
13592,0,0,0,0,1,1
13593,1,0,0,0,0,1
13594,1,0,0,0,0,1
13595,1,0,0,0,0,1
13596,0,0,0,0,1,1
13597,1,0,0,0,0,1
13598,1,0,0,0,0,1
13599,1,0,0,0,0,1
13600,0,1,0,0,0,1
13601,1,0,0,0,0,1
13602,1,0,0,0,0,1
13603,1,0,0,0,0,1
13604,1,0,0,0,0,1
13605,1,0,0,0,0,1
13606,1,0,0,0,0,1
13607,0,0,0,0,1,1
13608,1,0,0,0,0,1
13609,1,0,0,0,0,1
13610,0,0,0,0,1,1
13611,1,0,0,0,0,1
13612,0,0,0,0,1,1
13613,1,0,0,0,0,1
13614,1,0,0,0,0,1
13615,0,1,0,0,0,1
13616,0,1,0,0,0,1
13617,0,0,0,0,1,1
13618,0,0,0,0,1,1
13619,0,0,0,0,1,1
13620,0,1,0,0,0,1
13621,1,0,0,0,0,1
13622,1,0,0,0,0,1
13623,1,0,0,0,0,1
13624,1,0,0,0,0,1
13625,1,0,0,0,0,1
13626,1,0,0,0,0,1
13627,1,0,0,0,0,1
13628,0,1,0,0,0,1
13629,0,0,0,0,1,1
13630,1,0,0,0,0,1
13631,1,0,0,0,0,1
13632,1,0,0,0,0,1
13633,0,1,0,0,0,1
13634,1,0,0,0,0,1
13635,1,0,0,0,0,1
13636,0,1,0,0,0,1
13637,0,1,0,0,0,1
13638,0,1,0,0,0,1
13639,0,1,0,0,0,1
13640,0,0,0,0,1,1
13641,0,1,0,0,0,1
13642,0,1,0,0,0,1
13643,0,1,0,0,0,1
13644,0,1,0,0,0,1
13645,1,0,0,0,0,1
13646,1,0,0,0,0,1
13647,0,1,0,0,0,1
13648,0,1,0,0,0,1
13649,0,0,0,0,1,1
13650,0,1,0,0,0,1
13651,0,1,0,0,0,1
13652,0,1,0,0,0,1
13653,0,1,0,0,0,1
13654,0,1,0,0,0,1
13655,0,1,0,0,0,1
13656,0,1,0,0,0,1
13657,0,1,0,0,0,1
13658,1,0,0,0,0,1
13659,0,1,0,0,0,1
13660,1,0,0,0,0,1
13661,0,1,0,0,0,1
13662,0,1,0,0,0,1
13663,1,0,0,0,0,1
13664,0,0,0,0,1,1
13665,0,0,0,0,1,1
13666,1,0,0,0,0,1
13667,0,1,0,0,0,1
13668,0,1,0,0,0,1
13669,0,1,0,0,0,1
13670,0,0,0,0,1,1
13671,0,1,0,0,0,1
13672,1,0,0,0,0,1
13673,0,1,0,0,0,1
13674,1,0,0,0,0,1
13675,0,1,0,0,0,1
13676,0,1,0,0,0,1
13677,1,0,0,0,0,1
13678,1,0,0,0,0,1
13679,0,1,0,0,0,1
13680,0,1,0,0,0,1
13681,0,1,0,0,0,1
13682,0,1,0,0,0,1
13683,0,1,0,0,0,1
13684,0,1,0,0,0,1
13685,0,0,0,0,1,1
13686,0,0,0,0,1,1
13687,1,0,0,0,0,1
13688,1,0,0,0,0,1
13689,1,0,0,0,0,1
13690,1,0,0,0,0,1
13691,1,0,0,0,0,1
13692,0,1,0,0,0,1
13693,1,0,0,0,0,1
13694,1,0,0,0,0,1
13695,1,0,0,0,0,1
13696,0,1,0,0,0,1
13697,0,0,0,0,1,1
13698,0,0,0,0,1,1
13699,0,0,0,0,1,1
13700,0,0,0,0,1,1
13701,0,1,0,0,0,1
13702,0,1,0,0,0,1
13703,0,1,0,0,0,1
13704,0,1,0,0,0,1
13705,0,1,0,0,0,1
13706,0,1,0,0,0,1
13707,0,1,0,0,0,1
13708,1,0,0,0,0,1
13709,0,1,0,0,0,1
13710,0,1,0,0,0,1
13711,1,0,0,0,0,1
13712,0,1,0,0,0,1
13713,0,0,0,0,1,1
13714,1,0,0,0,0,1
13715,1,0,0,0,0,1
13716,1,0,0,0,0,1
13717,0,1,0,0,0,1
13718,0,0,0,0,1,1
13719,0,0,0,0,1,1
13720,0,0,0,0,1,1
13721,0,1,0,0,0,1
13722,1,0,0,0,0,1
13723,0,0,0,0,1,1
13724,0,0,0,0,1,1
13725,0,0,0,0,1,1
13726,0,0,0,0,1,1
13727,0,0,0,0,1,1
13728,1,0,0,0,0,1
13729,0,0,0,0,1,1
13730,1,0,0,0,0,1
13731,1,0,0,0,0,1
13732,1,0,0,0,0,1
13733,1,0,0,0,0,1
13734,1,0,0,0,0,1
13735,1,0,0,0,0,1
13736,1,0,0,0,0,1
13737,1,0,0,0,0,1
13738,1,0,0,0,0,1
13739,1,0,0,0,0,1
13740,1,0,0,0,0,1
13741,0,0,0,0,1,1
13742,0,0,0,0,1,1
13743,0,0,0,0,1,1
13744,0,0,0,0,1,1
13745,1,0,0,0,0,1
13746,1,0,0,0,0,1
13747,0,0,0,0,1,1
13748,0,1,0,0,0,1
13749,1,0,0,0,0,1
13750,0,1,0,0,0,1
13751,1,0,0,0,0,1
13752,1,0,0,0,0,1
13753,0,0,0,0,1,1
13754,0,0,0,0,1,1
13755,1,0,0,0,0,1
13756,0,1,0,0,0,1
13757,0,1,0,0,0,1
13758,0,1,0,0,0,1
13759,0,1,0,0,0,1
13760,0,0,1,0,0,1
13761,0,1,0,0,0,1
13762,0,1,0,0,0,1
13763,0,0,1,0,0,1
13764,0,1,0,0,0,1
13765,0,0,1,0,0,1
13766,0,1,0,0,0,1
13767,0,1,0,0,0,1
13768,0,1,0,0,0,1
13769,0,1,0,0,0,1
13770,0,1,0,0,0,1
13771,0,1,0,0,0,1
13772,0,1,0,0,0,1
13773,0,1,0,0,0,1
13774,0,1,0,0,0,1
13775,0,1,0,0,0,1
13776,0,1,0,0,0,1
13777,1,0,0,0,0,1
13778,1,0,0,0,0,1
13779,1,0,0,0,0,1
13780,1,0,0,0,0,1
13781,0,1,0,0,0,1
13782,0,1,0,0,0,1
13783,0,0,0,0,1,1
13784,0,0,0,0,1,1
13785,0,0,0,0,1,1
13786,1,0,0,0,0,1
13787,0,1,0,0,0,1
13788,0,1,0,0,0,1
13789,0,1,0,0,0,1
13790,1,0,0,0,0,1
13791,1,0,0,0,0,1
13792,0,1,0,0,0,1
13793,0,1,0,0,0,1
13794,1,0,0,0,0,1
13795,0,1,0,0,0,1
13796,0,0,0,0,1,1
13797,1,0,0,0,0,1
13798,0,1,0,0,0,1
13799,0,1,0,0,0,1
13800,0,1,0,0,0,1
13801,1,0,0,0,0,1
13802,1,0,0,0,0,1
13803,0,1,0,0,0,1
13804,1,0,0,0,0,1
13805,0,1,0,0,0,1
13806,0,1,0,0,0,1
13807,1,0,0,0,0,1
13808,1,0,0,0,0,1
13809,0,1,0,0,0,1
13810,0,1,0,0,0,1
13811,1,0,0,0,0,1
13812,0,1,0,0,0,1
13813,1,0,0,0,0,1
13814,1,0,0,0,0,1
13815,1,0,0,0,0,1
13816,1,0,0,0,0,1
13817,0,1,0,0,0,1
13818,0,1,0,0,0,1
13819,1,0,0,0,0,1
13820,0,1,0,0,0,1
13821,1,0,0,0,0,1
13822,0,1,0,0,0,1
13823,0,1,0,0,0,1
13824,0,1,0,0,0,1
13825,0,0,0,0,1,1
13826,0,0,0,0,1,1
13827,0,0,0,0,1,1
13828,1,0,0,0,0,1
13829,0,1,0,0,0,1
13830,0,1,0,0,0,1
13831,0,0,0,0,1,1
13832,0,1,0,0,0,1
13833,0,1,0,0,0,1
13834,0,1,0,0,0,1
13835,0,1,0,0,0,1
13836,0,1,0,0,0,1
13837,1,0,0,0,0,1
13838,1,0,0,0,0,1
13839,0,1,0,0,0,1
13840,0,1,0,0,0,1
13841,0,1,0,0,0,1
13842,0,1,0,0,0,1
13843,0,1,0,0,0,1
13844,1,0,0,0,0,1
13845,0,1,0,0,0,1
13846,0,1,0,0,0,1
13847,0,0,1,0,0,1
13848,0,1,0,0,0,1
13849,0,1,0,0,0,1
13850,0,0,1,0,0,1
13851,0,1,0,0,0,1
13852,0,1,0,0,0,1
13853,0,1,0,0,0,1
13854,0,1,0,0,0,1
13855,0,1,0,0,0,1
13856,0,1,0,0,0,1
13857,0,1,0,0,0,1
13858,1,0,0,0,0,1
13859,1,0,0,0,0,1
13860,1,0,0,0,0,1
13861,1,0,0,0,0,1
13862,1,0,0,0,0,1
13863,1,0,0,0,0,1
13864,0,0,1,0,0,1
13865,0,1,0,0,0,1
13866,0,0,1,0,0,1
13867,1,0,0,0,0,1
13868,1,0,0,0,0,1
13869,1,0,0,0,0,1
13870,1,0,0,0,0,1
13871,1,0,0,0,0,1
13872,1,0,0,0,0,1
13873,0,1,0,0,0,1
13874,0,0,0,0,1,1
13875,1,0,0,0,0,1
13876,0,1,0,0,0,1
13877,0,1,0,0,0,1
13878,0,0,0,0,1,1
13879,1,0,0,0,0,1
13880,0,1,0,0,0,1
13881,0,1,0,0,0,1
13882,0,1,0,0,0,1
13883,0,1,0,0,0,1
13884,0,1,0,0,0,1
13885,1,0,0,0,0,1
13886,1,0,0,0,0,1
13887,1,0,0,0,0,1
13888,1,0,0,0,0,1
13889,1,0,0,0,0,1
13890,0,1,0,0,0,1
13891,0,1,0,0,0,1
13892,1,0,0,0,0,1
13893,1,0,0,0,0,1
13894,0,1,0,0,0,1
13895,0,0,0,0,1,1
13896,1,0,0,0,0,1
13897,1,0,0,0,0,1
13898,1,0,0,0,0,1
13899,0,1,0,0,0,1
13900,1,0,0,0,0,1
13901,1,0,0,0,0,1
13902,0,1,0,0,0,1
13903,0,1,0,0,0,1
13904,0,1,0,0,0,1
13905,0,1,0,0,0,1
13906,0,0,1,0,0,1
13907,0,1,0,0,0,1
13908,0,0,1,0,0,1
13909,0,1,0,0,0,1
13910,0,1,0,0,0,1
13911,0,1,0,0,0,1
13912,0,1,0,0,0,1
13913,0,1,0,0,0,1
13914,0,0,1,0,0,1
13915,0,1,0,0,0,1
13916,0,0,1,0,0,1
13917,1,0,0,0,0,1
13918,1,0,0,0,0,1
13919,0,1,0,0,0,1
13920,0,1,0,0,0,1
13921,0,1,0,0,0,1
13922,1,0,0,0,0,1
13923,1,0,0,0,0,1
13924,0,1,0,0,0,1
13925,1,0,0,0,0,1
13926,0,1,0,0,0,1
13927,0,1,0,0,0,1
13928,0,1,0,0,0,1
13929,0,1,0,0,0,1
13930,0,0,1,0,0,1
13931,0,0,1,0,0,1
13932,1,0,0,0,0,1
13933,1,0,0,0,0,1
13934,1,0,0,0,0,1
13935,1,0,0,0,0,1
13936,0,0,0,0,1,1
13937,1,0,0,0,0,1
13938,1,0,0,0,0,1
13939,1,0,0,0,0,1
13940,1,0,0,0,0,1
13941,1,0,0,0,0,1
13942,0,0,0,0,1,1
13943,1,0,0,0,0,1
13944,1,0,0,0,0,1
13945,0,1,0,0,0,1
13946,0,1,0,0,0,1
13947,1,0,0,0,0,1
13948,1,0,0,0,0,1
13949,1,0,0,0,0,1
13950,0,1,0,0,0,1
13951,0,1,0,0,0,1
13952,1,0,0,0,0,1
13953,1,0,0,0,0,1
13954,0,1,0,0,0,1
13955,0,1,0,0,0,1
13956,0,1,0,0,0,1
13957,0,1,0,0,0,1
13958,1,0,0,0,0,1
13959,1,0,0,0,0,1
13960,0,1,0,0,0,1
13961,0,1,0,0,0,1
13962,0,0,0,0,1,1
13963,1,0,0,0,0,1
13964,1,0,0,0,0,1
13965,0,1,0,0,0,1
13966,1,0,0,0,0,1
13967,1,0,0,0,0,1
13968,1,0,0,0,0,1
13969,0,1,0,0,0,1
13970,1,0,0,0,0,1
13971,1,0,0,0,0,1
13972,0,0,0,0,1,1
13973,0,1,0,0,0,1
13974,1,0,0,0,0,1
13975,1,0,0,0,0,1
13976,1,0,0,0,0,1
13977,0,1,0,0,0,1
13978,0,0,0,0,1,1
13979,0,1,0,0,0,1
13980,0,0,0,0,1,1
13981,1,0,0,0,0,1
13982,1,0,0,0,0,1
13983,1,0,0,0,0,1
13984,0,1,0,0,0,1
13985,0,1,0,0,0,1
13986,0,1,0,0,0,1
13987,0,1,0,0,0,1
13988,1,0,0,0,0,1
13989,1,0,0,0,0,1
13990,1,0,0,0,0,1
13991,0,0,1,0,0,1
13992,0,0,1,0,0,1
13993,1,0,0,0,0,1
13994,0,0,1,0,0,1
13995,0,0,1,0,0,1
13996,1,0,0,0,0,1
13997,0,0,0,0,1,1
13998,0,0,1,0,0,1
13999,1,0,0,0,0,1
14000,1,0,0,0,0,1
14001,1,0,0,0,0,1
14002,0,1,0,0,0,1
14003,0,1,0,0,0,1
14004,0,0,1,0,0,1
14005,1,0,0,0,0,1
14006,0,0,1,0,0,1
14007,0,1,0,0,0,1
14008,0,1,0,0,0,1
14009,0,1,0,0,0,1
14010,1,0,0,0,0,1
14011,0,1,0,0,0,1
14012,0,1,0,0,0,1
14013,1,0,0,0,0,1
14014,0,1,0,0,0,1
14015,0,1,0,0,0,1
14016,0,1,0,0,0,1
14017,0,1,0,0,0,1
14018,0,0,0,0,1,1
14019,0,1,0,0,0,1
14020,1,0,0,0,0,1
14021,1,0,0,0,0,1
14022,0,1,0,0,0,1
14023,1,0,0,0,0,1
14024,0,1,0,0,0,1
14025,0,1,0,0,0,1
14026,0,0,0,0,1,1
14027,0,1,0,0,0,1
14028,0,1,0,0,0,1
14029,0,0,0,0,1,1
14030,0,1,0,0,0,1
14031,0,1,0,0,0,1
14032,0,1,0,0,0,1
14033,0,1,0,0,0,1
14034,0,1,0,0,0,1
14035,0,1,0,0,0,1
14036,0,1,0,0,0,1
14037,0,0,1,0,0,1
14038,0,0,1,0,0,1
14039,1,0,0,0,0,1
14040,1,0,0,0,0,1
14041,0,0,1,0,0,1
14042,0,0,1,0,0,1
14043,1,0,0,0,0,1
14044,0,0,0,0,1,1
14045,0,0,0,0,1,1
14046,1,0,0,0,0,1
14047,0,1,0,0,0,1
14048,0,0,0,0,1,1
14049,0,0,0,0,1,1
14050,1,0,0,0,0,1
14051,1,0,0,0,0,1
14052,1,0,0,0,0,1
14053,0,0,0,0,1,1
14054,0,0,0,0,1,1
14055,1,0,0,0,0,1
14056,1,0,0,0,0,1
14057,1,0,0,0,0,1
14058,0,0,0,0,1,1
14059,0,0,1,0,0,1
14060,0,1,0,0,0,1
14061,1,0,0,0,0,1
14062,0,1,0,0,0,1
14063,1,0,0,0,0,1
14064,1,0,0,0,0,1
14065,0,0,0,0,1,1
14066,1,0,0,0,0,1
14067,0,0,0,0,1,1
14068,0,1,0,0,0,1
14069,1,0,0,0,0,1
14070,0,1,0,0,0,1
14071,0,0,0,0,1,1
14072,1,0,0,0,0,1
14073,0,1,0,0,0,1
14074,0,0,0,0,1,1
14075,0,0,0,1,0,1
14076,0,0,0,1,0,1
14077,0,1,0,0,0,1
14078,0,1,0,0,0,1
14079,0,0,0,1,0,1
14080,0,1,0,0,0,1
14081,1,0,0,0,0,1
14082,0,0,1,0,0,1
14083,0,1,0,0,0,1
14084,1,0,0,0,0,1
14085,0,1,0,0,0,1
14086,0,0,1,0,0,1
14087,0,0,0,0,1,1
14088,0,0,0,0,1,1
14089,1,0,0,0,0,1
14090,0,0,0,0,1,1
14091,1,0,0,0,0,1
14092,1,0,0,0,0,1
14093,1,0,0,0,0,1
14094,0,0,0,0,1,1
14095,0,0,1,0,0,1
14096,1,0,0,0,0,1
14097,0,1,0,0,0,1
14098,1,0,0,0,0,1
14099,0,1,0,0,0,1
14100,1,0,0,0,0,1
14101,1,0,0,0,0,1
14102,0,0,1,0,0,1
14103,0,0,1,0,0,1
14104,1,0,0,0,0,1
14105,0,1,0,0,0,1
14106,0,0,1,0,0,1
14107,0,1,0,0,0,1
14108,0,0,1,0,0,1
14109,0,0,1,0,0,1
14110,0,0,0,0,1,1
14111,0,1,0,0,0,1
14112,0,1,0,0,0,1
14113,1,0,0,0,0,1
14114,1,0,0,0,0,1
14115,0,0,1,0,0,1
14116,0,1,0,0,0,1
14117,1,0,0,0,0,1
14118,0,1,0,0,0,1
14119,0,1,0,0,0,1
14120,1,0,0,0,0,1
14121,1,0,0,0,0,1
14122,0,1,0,0,0,1
14123,0,1,0,0,0,1
14124,0,1,0,0,0,1
14125,0,1,0,0,0,1
14126,0,1,0,0,0,1
14127,0,1,0,0,0,1
14128,0,1,0,0,0,1
14129,1,0,0,0,0,1
14130,0,1,0,0,0,1
14131,0,0,0,0,1,1
14132,1,0,0,0,0,1
14133,1,0,0,0,0,1
14134,1,0,0,0,0,1
14135,1,0,0,0,0,1
14136,1,0,0,0,0,1
14137,0,0,0,0,1,1
14138,1,0,0,0,0,1
14139,0,0,0,0,1,1
14140,0,0,0,0,1,1
14141,0,1,0,0,0,1
14142,0,1,0,0,0,1
14143,1,0,0,0,0,1
14144,1,0,0,0,0,1
14145,0,0,1,0,0,1
14146,1,0,0,0,0,1
14147,1,0,0,0,0,1
14148,0,1,0,0,0,1
14149,0,1,0,0,0,1
14150,1,0,0,0,0,1
14151,0,1,0,0,0,1
14152,0,0,0,1,0,1
14153,0,1,0,0,0,1
14154,0,1,0,0,0,1
14155,0,1,0,0,0,1
14156,0,0,0,1,0,1
14157,0,1,0,0,0,1
14158,0,0,0,1,0,1
14159,0,1,0,0,0,1
14160,0,1,0,0,0,1
14161,0,0,0,0,1,1
14162,1,0,0,0,0,1
14163,1,0,0,0,0,1
14164,0,1,0,0,0,1
14165,0,0,0,1,0,1
14166,0,0,0,1,0,1
14167,0,0,0,1,0,1
14168,0,0,0,1,0,1
14169,0,0,0,1,0,1
14170,0,0,0,1,0,1
14171,0,1,0,0,0,1
14172,0,0,0,1,0,1
14173,0,0,0,1,0,1
14174,0,0,0,1,0,1
14175,0,1,0,0,0,1
14176,0,1,0,0,0,1
14177,0,1,0,0,0,1
14178,0,1,0,0,0,1
14179,0,1,0,0,0,1
14180,0,0,1,0,0,1
14181,0,1,0,0,0,1
14182,0,1,0,0,0,1
14183,0,0,0,0,1,1
14184,0,1,0,0,0,1
14185,0,1,0,0,0,1
14186,0,0,1,0,0,1
14187,0,0,1,0,0,1
14188,1,0,0,0,0,1
14189,0,0,0,0,1,1
14190,1,0,0,0,0,1
14191,1,0,0,0,0,1
14192,1,0,0,0,0,1
14193,0,1,0,0,0,1
14194,0,1,0,0,0,1
14195,0,1,0,0,0,1
14196,1,0,0,0,0,1
14197,1,0,0,0,0,1
14198,0,0,0,0,1,1
14199,0,1,0,0,0,1
14200,0,1,0,0,0,1
14201,1,0,0,0,0,1
14202,0,1,0,0,0,1
14203,1,0,0,0,0,1
14204,0,0,1,0,0,1
14205,0,1,0,0,0,1
14206,0,1,0,0,0,1
14207,0,0,1,0,0,1
14208,0,0,1,0,0,1
14209,1,0,0,0,0,1
14210,0,0,0,0,1,1
14211,1,0,0,0,0,1
14212,0,0,0,0,1,1
14213,1,0,0,0,0,1
14214,1,0,0,0,0,1
14215,0,1,0,0,0,1
14216,1,0,0,0,0,1
14217,1,0,0,0,0,1
14218,0,0,1,0,0,1
14219,1,0,0,0,0,1
14220,1,0,0,0,0,1
14221,1,0,0,0,0,1
14222,1,0,0,0,0,1
14223,0,1,0,0,0,1
14224,1,0,0,0,0,1
14225,0,0,0,0,1,1
14226,0,1,0,0,0,1
14227,1,0,0,0,0,1
14228,0,0,1,0,0,1
14229,0,0,0,0,1,1
14230,0,1,0,0,0,1
14231,1,0,0,0,0,1
14232,0,0,0,0,1,1
14233,0,0,0,1,0,1
14234,0,1,0,0,0,1
14235,0,1,0,0,0,1
14236,0,1,0,0,0,1
14237,0,1,0,0,0,1
14238,0,1,0,0,0,1
14239,1,0,0,0,0,1
14240,1,0,0,0,0,1
14241,1,0,0,0,0,1
14242,1,0,0,0,0,1
14243,0,1,0,0,0,1
14244,1,0,0,0,0,1
14245,0,1,0,0,0,1
14246,1,0,0,0,0,1
14247,0,0,0,1,0,1
14248,0,0,0,1,0,1
14249,0,0,0,1,0,1
14250,0,0,0,1,0,1
14251,0,0,0,1,0,1
14252,0,0,0,1,0,1
14253,0,0,0,1,0,1
14254,0,0,0,1,0,1
14255,0,0,0,1,0,1
14256,0,0,0,1,0,1
14257,0,0,0,1,0,1
14258,1,0,0,0,0,1
14259,0,0,0,1,0,1
14260,0,0,0,1,0,1
14261,0,0,0,1,0,1
14262,0,0,0,1,0,1
14263,1,0,0,0,0,1
14264,0,1,0,0,0,1
14265,0,1,0,0,0,1
14266,0,1,0,0,0,1
14267,0,1,0,0,0,1
14268,1,0,0,0,0,1
14269,0,1,0,0,0,1
14270,0,0,0,1,0,1
14271,0,0,0,1,0,1
